payment_id,loan_id,payment_date,due_date,amount_due,amount_paid,principal_amount,interest_amount,payment_status,payment_method,days_past_due
PAY00002549,LOAN0006951,2023-02-12,2023-02-12,3470.35,3470.35,2082.21,1388.14,On-Time,Wire,0
PAY00002550,LOAN0007173,2024-06-30,2024-06-12,554.3,554.3,332.58,221.72,On-Time,Auto-Pay,0
PAY00002551,LOAN0004564,2024-09-27,2024-09-28,7181.87,7181.87,4309.12,2872.75,On-Time,Online,0
PAY00002552,LOAN0000395,2023-04-27,2023-04-20,1463.11,1463.11,877.87,585.24,On-Time,Wire,0
PAY00002553,LOAN0001360,2024-03-18,2024-03-14,113.56,90.28,54.17,36.11,Partial,Check,0
PAY00002554,LOAN0003502,2023-04-14,2023-04-02,534.79,534.79,320.87,213.92,On-Time,Online,0
PAY00002555,LOAN0004619,2024-09-01,2024-08-26,1392.59,1392.59,835.55,557.04,On-Time,Auto-Pay,0
PAY00002556,LOAN0003776,2023-02-13,2023-01-29,2048.51,2048.51,1229.11,819.4,On-Time,Check,0
PAY00002557,LOAN0008526,2024-05-07,2024-04-12,548.04,548.04,328.82,219.22,On-Time,ACH,0
PAY00002558,LOAN0002268,2024-05-02,2024-04-11,1194.09,1194.09,716.45,477.64,Late,Wire,13
PAY00002559,LOAN0005227,2024-12-06,2024-12-07,1197.94,885.93,531.56,354.37,Partial,ACH,0
PAY00002560,LOAN0002653,2024-09-10,2024-08-21,348.56,348.56,209.14,139.42,On-Time,ACH,0
PAY00002561,LOAN0006210,2024-06-06,2024-05-17,497.88,497.88,298.73,199.15,On-Time,Online,0
PAY00002562,LOAN0002230,2024-10-15,2024-10-13,33601.25,33601.25,20160.75,13440.5,Late,Auto-Pay,7
PAY00002563,LOAN0001861,2024-06-02,2024-05-20,6426.63,6426.63,3855.98,2570.65,On-Time,ACH,0
PAY00002564,LOAN0009718,2024-06-24,2024-06-05,2454.48,3158.0,1894.8,1263.2,Extra,Online,0
PAY00002565,LOAN0008363,2023-08-09,2023-07-16,657.47,768.66,461.2,307.46,Extra,Online,0
PAY00002566,LOAN0000448,2024-04-23,2024-03-31,575.23,575.23,345.14,230.09,On-Time,Wire,0
PAY00002567,LOAN0000678,2024-01-14,2023-12-16,578.6,0,0.0,0.0,Missed,ACH,0
PAY00002568,LOAN0003683,2024-08-20,2024-08-19,3406.61,3406.61,2043.97,1362.64,On-Time,Online,0
PAY00002569,LOAN0002160,2023-11-26,2023-12-01,947.94,947.94,568.76,379.18,On-Time,Online,0
PAY00002570,LOAN0009532,2023-07-16,2023-06-16,16796.69,16796.69,10078.01,6718.68,On-Time,ACH,0
PAY00002571,LOAN0008522,2024-06-25,2024-06-30,57392.31,57392.31,34435.39,22956.92,Late,Wire,25
PAY00002572,LOAN0001286,2023-07-11,2023-06-22,4896.03,4896.03,2937.62,1958.41,On-Time,Auto-Pay,0
PAY00002573,LOAN0008020,2024-01-21,2023-12-27,739.33,739.33,443.6,295.73,On-Time,ACH,0
PAY00002574,LOAN0007578,2023-10-07,2023-09-16,333.74,333.74,200.24,133.5,Late,Online,0
PAY00002575,LOAN0009912,2023-02-25,2023-03-02,3132.75,3132.75,1879.65,1253.1,On-Time,Online,0
PAY00002576,LOAN0008003,2023-02-23,2023-01-30,1898.53,1898.53,1139.12,759.41,On-Time,Online,0
PAY00002577,LOAN0004503,2023-02-19,2023-02-18,2877.26,2877.26,1726.36,1150.9,On-Time,Wire,0
PAY00002578,LOAN0001627,2024-05-13,2024-05-14,13775.68,13775.68,8265.41,5510.27,On-Time,Check,0
PAY00002579,LOAN0006091,2024-01-15,2024-01-18,662.67,662.67,397.6,265.07,Late,Auto-Pay,0
PAY00002580,LOAN0000849,2024-02-08,2024-01-16,2048.73,2048.73,1229.24,819.49,On-Time,Wire,0
PAY00002581,LOAN0007196,2023-05-26,2023-05-14,5820.71,5820.71,3492.43,2328.28,On-Time,Wire,0
PAY00002582,LOAN0002947,2023-04-16,2023-03-28,3557.08,4271.35,2562.81,1708.54,Extra,Online,0
PAY00002583,LOAN0007490,2023-11-20,2023-11-12,707.12,707.12,424.27,282.85,On-Time,Wire,0
PAY00002584,LOAN0001374,2024-09-07,2024-09-02,94.49,94.49,56.69,37.8,Late,Online,0
PAY00002585,LOAN0007135,2023-06-11,2023-06-07,787.21,412.31,247.39,164.92,Partial,ACH,0
PAY00002586,LOAN0008700,2024-12-24,2024-12-13,600.93,600.93,360.56,240.37,On-Time,Check,0
PAY00002587,LOAN0007431,2023-01-28,2023-01-28,56444.1,56444.1,33866.46,22577.64,On-Time,Auto-Pay,0
PAY00002588,LOAN0000872,2023-12-14,2023-11-18,12489.21,12489.21,7493.53,4995.68,On-Time,Check,0
PAY00002589,LOAN0003010,2024-08-26,2024-08-14,3964.3,3964.3,2378.58,1585.72,On-Time,ACH,0
PAY00002590,LOAN0009720,2024-01-28,2024-01-21,368.25,368.25,220.95,147.3,Late,Auto-Pay,29
PAY00002591,LOAN0009319,2024-09-29,2024-09-24,2290.66,2290.66,1374.4,916.26,On-Time,Check,0
PAY00002592,LOAN0004473,2024-09-26,2024-08-30,946.57,946.57,567.94,378.63,Late,Online,5
PAY00002593,LOAN0003139,2023-02-07,2023-02-06,5752.11,5752.11,3451.27,2300.84,On-Time,Check,0
PAY00002594,LOAN0006047,2024-02-27,2024-02-29,3262.45,3262.45,1957.47,1304.98,On-Time,Wire,0
PAY00002595,LOAN0004877,2023-11-27,2023-12-02,90471.42,0,0.0,0.0,Missed,Check,0
PAY00002596,LOAN0006795,2023-06-18,2023-06-19,37665.91,63429.45,38057.67,25371.78,Extra,Wire,0
PAY00002597,LOAN0005320,2024-05-10,2024-04-26,37111.38,37111.38,22266.83,14844.55,On-Time,Online,0
PAY00002598,LOAN0003716,2024-04-11,2024-04-15,255.46,173.1,103.86,69.24,Partial,ACH,0
PAY00002599,LOAN0004452,2024-03-19,2024-02-24,8630.23,8630.23,5178.14,3452.09,On-Time,Auto-Pay,0
PAY00002600,LOAN0002417,2023-05-16,2023-04-19,24001.4,24001.4,14400.84,9600.56,On-Time,Online,0
PAY00002601,LOAN0008842,2024-01-26,2024-01-14,2939.3,2939.3,1763.58,1175.72,Late,Wire,13
PAY00002602,LOAN0000977,2023-09-03,2023-08-25,427.47,427.47,256.48,170.99,On-Time,Auto-Pay,0
PAY00002603,LOAN0005925,2023-12-26,2023-12-15,56453.01,80456.23,48273.74,32182.49,Extra,Auto-Pay,0
PAY00002604,LOAN0005124,2024-02-14,2024-01-17,19943.12,19943.12,11965.87,7977.25,On-Time,Check,0
PAY00002605,LOAN0004920,2023-01-26,2023-01-11,2781.13,2781.13,1668.68,1112.45,On-Time,Online,0
PAY00002606,LOAN0000880,2024-02-06,2024-01-18,6411.46,6411.46,3846.88,2564.58,Late,Wire,26
PAY00002607,LOAN0002183,2023-06-04,2023-05-15,750.17,750.17,450.1,300.07,On-Time,Online,0
PAY00002608,LOAN0008074,2023-08-29,2023-09-01,716.61,716.61,429.97,286.64,On-Time,Auto-Pay,0
PAY00002609,LOAN0005017,2023-08-04,2023-07-07,218.06,218.06,130.84,87.22,Late,Auto-Pay,0
PAY00002610,LOAN0007725,2024-11-11,2024-10-20,3826.77,3826.77,2296.06,1530.71,On-Time,Auto-Pay,0
PAY00002611,LOAN0009637,2023-05-13,2023-05-12,518.95,518.95,311.37,207.58,On-Time,Auto-Pay,0
PAY00002612,LOAN0007936,2023-03-06,2023-02-11,5170.23,0,0.0,0.0,Missed,Auto-Pay,0
PAY00002613,LOAN0002369,2023-12-20,2023-11-23,1103.5,1103.5,662.1,441.4,On-Time,Online,0
PAY00002614,LOAN0005398,2024-03-14,2024-03-17,24031.17,24031.17,14418.7,9612.47,On-Time,Online,0
PAY00002615,LOAN0007466,2024-12-11,2024-11-26,328.09,328.09,196.85,131.24,On-Time,Check,0
PAY00002616,LOAN0002507,2024-08-17,2024-08-08,3336.74,3336.74,2002.04,1334.7,On-Time,Wire,0
PAY00002617,LOAN0005835,2023-05-18,2023-04-25,846.84,846.84,508.1,338.74,On-Time,Check,0
PAY00002618,LOAN0002123,2024-09-01,2024-08-14,134.69,134.69,80.81,53.88,On-Time,Wire,0
PAY00002619,LOAN0001766,2023-12-15,2023-11-29,1203.87,1203.87,722.32,481.55,On-Time,Check,0
PAY00002620,LOAN0007429,2023-03-29,2023-03-28,437.16,437.16,262.3,174.86,On-Time,ACH,0
PAY00002621,LOAN0005109,2024-03-20,2024-02-25,801.73,801.73,481.04,320.69,On-Time,Online,0
PAY00002622,LOAN0008363,2024-06-03,2024-05-24,657.47,657.47,394.48,262.99,On-Time,Wire,0
PAY00002623,LOAN0005718,2024-04-29,2024-04-11,109.72,109.72,65.83,43.89,On-Time,ACH,0
PAY00002624,LOAN0006561,2024-07-15,2024-07-07,2360.65,2360.65,1416.39,944.26,On-Time,Auto-Pay,0
PAY00002625,LOAN0003629,2023-12-02,2023-12-03,330.92,330.92,198.55,132.37,On-Time,Auto-Pay,0
PAY00002626,LOAN0007485,2024-03-25,2024-03-10,196.59,326.55,195.93,130.62,Extra,Check,0
PAY00002627,LOAN0005575,2024-06-20,2024-05-26,1113.89,1113.89,668.33,445.56,Late,Wire,30
PAY00002628,LOAN0006731,2023-11-15,2023-10-19,957.16,957.16,574.3,382.86,On-Time,Online,0
PAY00002629,LOAN0005567,2024-02-25,2024-01-30,3500.16,3500.16,2100.1,1400.06,On-Time,Online,0
PAY00002630,LOAN0004161,2023-08-01,2023-07-30,73.16,73.16,43.9,29.26,On-Time,Online,0
PAY00002631,LOAN0009847,2023-10-12,2023-09-12,4727.74,4727.74,2836.64,1891.1,On-Time,Online,0
PAY00002632,LOAN0007807,2024-03-16,2024-02-26,1335.19,1335.19,801.11,534.08,Late,ACH,1
PAY00002633,LOAN0002695,2023-11-29,2023-11-28,223.53,223.53,134.12,89.41,On-Time,Auto-Pay,0
PAY00002634,LOAN0004674,2024-04-30,2024-04-05,255.11,255.11,153.07,102.04,On-Time,Auto-Pay,0
PAY00002635,LOAN0009027,2023-09-12,2023-08-28,5957.05,5957.05,3574.23,2382.82,Late,Auto-Pay,7
PAY00002636,LOAN0004183,2024-07-11,2024-06-19,133.93,133.93,80.36,53.57,On-Time,Auto-Pay,0
PAY00002637,LOAN0005520,2024-06-27,2024-06-19,303.36,385.12,231.07,154.05,Extra,Online,0
PAY00002638,LOAN0003033,2023-01-10,2023-01-03,675.36,675.36,405.22,270.14,On-Time,Auto-Pay,0
PAY00002639,LOAN0001231,2024-12-07,2024-12-05,3294.86,3294.86,1976.92,1317.94,On-Time,Online,0
PAY00002640,LOAN0004102,2024-07-16,2024-07-11,17727.76,17727.76,10636.66,7091.1,On-Time,ACH,0
PAY00002641,LOAN0005428,2024-01-11,2023-12-27,14519.2,14519.2,8711.52,5807.68,On-Time,Auto-Pay,0
PAY00002642,LOAN0003816,2023-02-25,2023-02-09,2224.62,2224.62,1334.77,889.85,Late,Check,9
PAY00002643,LOAN0005301,2023-06-17,2023-06-05,883.84,883.84,530.3,353.54,On-Time,Auto-Pay,0
PAY00002644,LOAN0008667,2024-07-29,2024-07-03,351.93,351.93,211.16,140.77,On-Time,ACH,0
PAY00002645,LOAN0003683,2023-02-18,2023-02-04,3406.61,3406.61,2043.97,1362.64,On-Time,Auto-Pay,0
PAY00002646,LOAN0003458,2024-09-24,2024-08-29,482.6,482.6,289.56,193.04,On-Time,Auto-Pay,0
PAY00002647,LOAN0001789,2023-02-05,2023-01-20,6407.74,6407.74,3844.64,2563.1,On-Time,Wire,0
PAY00002648,LOAN0007328,2023-10-15,2023-10-20,13263.37,23522.3,14113.38,9408.92,Extra,ACH,0
PAY00002649,LOAN0007328,2023-10-06,2023-10-02,13263.37,13263.37,7958.02,5305.35,On-Time,Online,0
PAY00002650,LOAN0008054,2023-07-27,2023-07-26,566.94,566.94,340.16,226.78,On-Time,Auto-Pay,0
PAY00002651,LOAN0004006,2024-03-21,2024-03-01,1478.56,1478.56,887.14,591.42,On-Time,Wire,0
PAY00002652,LOAN0006658,2024-01-13,2024-01-01,11067.92,11067.92,6640.75,4427.17,On-Time,Check,0
PAY00002653,LOAN0000649,2024-02-29,2024-02-16,720.06,720.06,432.04,288.02,On-Time,Online,0
PAY00002654,LOAN0003625,2024-09-21,2024-09-06,504.03,504.03,302.42,201.61,On-Time,ACH,0
PAY00002655,LOAN0001755,2024-04-10,2024-04-02,1222.36,1222.36,733.42,488.94,Late,Check,28
PAY00002656,LOAN0004095,2024-10-29,2024-10-17,1079.05,0,0.0,0.0,Missed,Auto-Pay,0
PAY00002657,LOAN0004624,2024-08-20,2024-07-28,3437.08,3437.08,2062.25,1374.83,Late,Online,24
PAY00002658,LOAN0005880,2024-12-10,2024-11-13,745.07,745.07,447.04,298.03,Late,Online,1
PAY00002659,LOAN0009644,2024-07-10,2024-07-15,1208.6,1208.6,725.16,483.44,On-Time,Wire,0
PAY00002660,LOAN0003185,2023-02-20,2023-02-20,200.83,0,0.0,0.0,Missed,ACH,0
PAY00002661,LOAN0008117,2023-12-10,2023-11-28,16487.78,16487.78,9892.67,6595.11,On-Time,Wire,0
PAY00002662,LOAN0006823,2023-07-22,2023-07-04,731.26,877.69,526.61,351.08,Extra,Wire,0
PAY00002663,LOAN0000163,2023-07-05,2023-07-02,708.82,708.82,425.29,283.53,On-Time,ACH,0
PAY00002664,LOAN0009163,2024-05-17,2024-05-02,555.48,555.48,333.29,222.19,Late,ACH,9
PAY00002665,LOAN0008938,2023-01-11,2022-12-13,4477.69,4477.69,2686.61,1791.08,On-Time,Auto-Pay,0
PAY00002666,LOAN0004354,2024-05-14,2024-05-11,192.26,192.26,115.36,76.9,On-Time,ACH,0
PAY00002667,LOAN0009166,2024-10-06,2024-09-30,151.77,75.94,45.56,30.38,Partial,Check,0
PAY00002668,LOAN0003240,2023-08-13,2023-08-10,1535.19,1046.45,627.87,418.58,Partial,Check,0
PAY00002669,LOAN0002013,2023-02-23,2023-01-28,907.54,907.54,544.52,363.02,On-Time,ACH,0
PAY00002670,LOAN0008178,2023-12-21,2023-11-21,1094.44,1094.44,656.66,437.78,On-Time,Online,0
PAY00002671,LOAN0009724,2023-06-14,2023-06-05,1160.09,1160.09,696.05,464.04,On-Time,Check,0
PAY00002672,LOAN0001053,2023-06-23,2023-05-25,3947.09,3947.09,2368.25,1578.84,On-Time,Auto-Pay,0
PAY00002673,LOAN0006267,2024-01-07,2024-01-08,10151.02,10151.02,6090.61,4060.41,On-Time,Online,0
PAY00002674,LOAN0005697,2023-03-10,2023-02-22,819.38,991.58,594.95,396.63,Extra,Auto-Pay,0
PAY00002675,LOAN0007585,2024-08-31,2024-09-03,11744.37,11744.37,7046.62,4697.75,On-Time,Online,0
PAY00002676,LOAN0002532,2024-09-04,2024-08-30,96770.99,96770.99,58062.59,38708.4,On-Time,Auto-Pay,0
PAY00002677,LOAN0009563,2024-11-12,2024-11-13,53.58,53.58,32.15,21.43,Late,Auto-Pay,0
PAY00002678,LOAN0003624,2023-09-30,2023-09-20,1534.75,1534.75,920.85,613.9,On-Time,Online,0
PAY00002679,LOAN0004690,2023-03-21,2023-03-06,2847.0,2254.24,1352.54,901.7,Partial,Online,0
PAY00002680,LOAN0000719,2023-05-20,2023-05-14,13444.07,13444.07,8066.44,5377.63,On-Time,Auto-Pay,0
PAY00002681,LOAN0002864,2024-08-15,2024-08-06,702.97,702.97,421.78,281.19,On-Time,Auto-Pay,0
PAY00002682,LOAN0009668,2023-04-24,2023-04-03,1351.53,1870.08,1122.05,748.03,Extra,ACH,0
PAY00002683,LOAN0008503,2023-08-19,2023-08-09,376.68,376.68,226.01,150.67,On-Time,Auto-Pay,0
PAY00002684,LOAN0005699,2024-04-03,2024-03-21,789.01,789.01,473.41,315.6,On-Time,Auto-Pay,0
PAY00002685,LOAN0000540,2023-04-21,2023-04-22,426.94,426.94,256.16,170.78,On-Time,Auto-Pay,0
PAY00002686,LOAN0000592,2024-06-23,2024-06-19,640.02,640.02,384.01,256.01,On-Time,Check,0
PAY00002687,LOAN0006591,2023-05-11,2023-05-12,160.11,160.11,96.07,64.04,Late,Online,30
PAY00002688,LOAN0002787,2023-04-18,2023-04-20,2901.91,2901.91,1741.15,1160.76,On-Time,ACH,0
PAY00002689,LOAN0003182,2024-02-27,2024-02-16,33573.42,33573.42,20144.05,13429.37,On-Time,Check,0
PAY00002690,LOAN0008239,2024-06-26,2024-06-15,10143.12,0,0.0,0.0,Missed,Auto-Pay,0
PAY00002691,LOAN0002126,2024-12-23,2024-11-28,159.56,159.56,95.74,63.82,On-Time,Wire,0
PAY00002692,LOAN0003528,2024-01-29,2024-01-02,707.01,707.01,424.21,282.8,Late,Check,12
PAY00002693,LOAN0009569,2024-03-20,2024-02-23,29257.23,29257.23,17554.34,11702.89,On-Time,Wire,0
PAY00002694,LOAN0004141,2023-12-18,2023-12-11,1207.29,636.67,382.0,254.67,Partial,Wire,0
PAY00002695,LOAN0007156,2024-01-28,2024-01-17,11798.75,11798.75,7079.25,4719.5,On-Time,Online,0
PAY00002696,LOAN0003823,2023-06-21,2023-05-27,1347.3,1347.3,808.38,538.92,Late,Online,9
PAY00002697,LOAN0001750,2023-10-29,2023-10-16,132.78,132.78,79.67,53.11,Late,Wire,0
PAY00002698,LOAN0000813,2023-03-12,2023-03-10,391.33,391.33,234.8,156.53,On-Time,Check,0
PAY00002699,LOAN0008556,2023-08-20,2023-08-23,3006.95,3006.95,1804.17,1202.78,On-Time,Auto-Pay,0
PAY00002700,LOAN0005913,2023-09-05,2023-08-26,1768.79,1768.79,1061.27,707.52,On-Time,ACH,0
PAY00002701,LOAN0003631,2023-04-12,2023-04-06,471.75,471.75,283.05,188.7,Late,Check,0
PAY00002702,LOAN0002049,2024-05-13,2024-05-11,31305.33,31305.33,18783.2,12522.13,On-Time,Wire,0
PAY00002703,LOAN0009948,2023-04-04,2023-03-08,7532.08,7532.08,4519.25,3012.83,On-Time,Check,0
PAY00002704,LOAN0004311,2023-03-21,2023-03-08,1543.04,1543.04,925.82,617.22,On-Time,Online,0
PAY00002705,LOAN0006767,2024-03-09,2024-02-29,1000.61,1000.61,600.37,400.24,On-Time,Online,0
PAY00002706,LOAN0005039,2023-02-10,2023-01-29,404.58,404.58,242.75,161.83,On-Time,ACH,0
PAY00002707,LOAN0003078,2023-08-14,2023-07-24,589.16,589.16,353.5,235.66,Late,ACH,16
PAY00002708,LOAN0006349,2023-12-31,2023-12-26,5441.19,5441.19,3264.71,2176.48,Late,Auto-Pay,6
PAY00002709,LOAN0005666,2023-04-26,2023-04-20,1638.88,0,0.0,0.0,Missed,ACH,0
PAY00002710,LOAN0001101,2023-07-06,2023-06-12,1890.15,1890.15,1134.09,756.06,On-Time,Wire,0
PAY00002711,LOAN0002653,2023-08-14,2023-08-01,348.56,348.56,209.14,139.42,On-Time,ACH,0
PAY00002712,LOAN0006697,2024-04-07,2024-04-04,1090.96,1090.96,654.58,436.38,On-Time,Check,0
PAY00002713,LOAN0003434,2023-06-22,2023-05-26,4476.85,1628.66,977.2,651.46,Partial,Auto-Pay,0
PAY00002714,LOAN0001695,2023-10-13,2023-09-14,23666.78,23666.78,14200.07,9466.71,Late,ACH,4
PAY00002715,LOAN0009223,2023-07-27,2023-07-23,1147.99,1147.99,688.79,459.2,Late,Wire,23
PAY00002716,LOAN0007297,2023-10-16,2023-09-24,6680.74,6680.74,4008.44,2672.3,On-Time,ACH,0
PAY00002717,LOAN0002810,2023-10-26,2023-10-08,3262.05,3262.05,1957.23,1304.82,On-Time,Check,0
PAY00002718,LOAN0007541,2024-12-19,2024-12-03,23230.2,23230.2,13938.12,9292.08,On-Time,ACH,0
PAY00002719,LOAN0005523,2023-01-02,2022-12-21,1320.69,1320.69,792.41,528.28,On-Time,Wire,0
PAY00002720,LOAN0008244,2024-08-23,2024-08-25,527.03,527.03,316.22,210.81,On-Time,Online,0
PAY00002721,LOAN0007769,2024-10-16,2024-10-20,148437.61,148437.61,89062.57,59375.04,Late,ACH,0
PAY00002722,LOAN0002600,2023-04-15,2023-04-15,313.12,313.12,187.87,125.25,Late,Wire,15
PAY00002723,LOAN0008213,2024-08-11,2024-07-21,10840.77,10840.77,6504.46,4336.31,On-Time,Auto-Pay,0
PAY00002724,LOAN0005195,2023-12-03,2023-11-28,468.6,0,0.0,0.0,Missed,Auto-Pay,0
PAY00002725,LOAN0002553,2023-08-19,2023-07-21,1760.81,1760.81,1056.49,704.32,On-Time,Online,0
PAY00002726,LOAN0002263,2024-11-02,2024-10-23,3140.26,3140.26,1884.16,1256.1,Late,Wire,27
PAY00002727,LOAN0007429,2023-01-21,2023-01-09,437.16,437.16,262.3,174.86,Late,Check,0
PAY00002728,LOAN0001138,2024-08-01,2024-08-06,5598.62,0,0.0,0.0,Missed,Online,0
PAY00002729,LOAN0001126,2023-02-09,2023-02-10,16785.3,16785.3,10071.18,6714.12,On-Time,Check,0
PAY00002730,LOAN0008666,2024-12-01,2024-11-19,1137.75,1137.75,682.65,455.1,On-Time,ACH,0
PAY00002731,LOAN0003609,2024-03-20,2024-03-22,1000.81,1000.81,600.49,400.32,On-Time,Online,0
PAY00002732,LOAN0002818,2024-04-02,2024-03-07,570.38,570.38,342.23,228.15,On-Time,ACH,0
PAY00002733,LOAN0004408,2023-07-04,2023-06-26,4060.2,4060.2,2436.12,1624.08,On-Time,Auto-Pay,0
PAY00002734,LOAN0008594,2024-11-18,2024-10-24,451.79,451.79,271.07,180.72,On-Time,ACH,0
PAY00002735,LOAN0008062,2023-12-23,2023-12-19,1621.01,1621.01,972.61,648.4,On-Time,Auto-Pay,0
PAY00002736,LOAN0007528,2023-08-13,2023-07-20,558.17,558.17,334.9,223.27,On-Time,ACH,0
PAY00002737,LOAN0006627,2023-06-09,2023-05-19,1561.63,0,0.0,0.0,Missed,Wire,0
PAY00002738,LOAN0006795,2024-01-24,2024-01-29,37665.91,37665.91,22599.55,15066.36,On-Time,ACH,0
PAY00002739,LOAN0008578,2023-05-14,2023-04-22,1465.91,1465.91,879.55,586.36,On-Time,Online,0
PAY00002740,LOAN0009230,2023-01-21,2023-01-08,228.11,228.11,136.87,91.24,Late,Check,25
PAY00002741,LOAN0009139,2023-07-28,2023-06-28,420.07,649.05,389.43,259.62,Extra,Check,0
PAY00002742,LOAN0003794,2023-06-22,2023-05-28,498.17,498.17,298.9,199.27,On-Time,Auto-Pay,0
PAY00002743,LOAN0005766,2023-07-23,2023-07-19,3110.68,5165.72,3099.43,2066.29,Extra,Check,0
PAY00002744,LOAN0004994,2023-10-22,2023-10-07,998.32,998.32,598.99,399.33,On-Time,Check,0
PAY00002745,LOAN0000906,2023-11-17,2023-11-14,4815.25,4815.25,2889.15,1926.1,On-Time,Wire,0
PAY00002746,LOAN0009759,2023-05-17,2023-04-29,884.15,884.15,530.49,353.66,On-Time,Check,0
PAY00002747,LOAN0004964,2023-05-03,2023-04-05,1978.94,1978.94,1187.36,791.58,Late,ACH,2
PAY00002748,LOAN0004619,2023-01-23,2022-12-25,1392.59,1392.59,835.55,557.04,On-Time,Auto-Pay,0
PAY00002749,LOAN0002420,2024-10-30,2024-10-12,5898.42,5898.42,3539.05,2359.37,On-Time,Check,0
PAY00002750,LOAN0004538,2023-01-30,2023-01-24,2535.99,2535.99,1521.59,1014.4,On-Time,Wire,0
PAY00002751,LOAN0004845,2023-12-11,2023-11-11,3234.75,3234.75,1940.85,1293.9,Late,ACH,26
PAY00002752,LOAN0006731,2023-09-24,2023-09-10,957.16,957.16,574.3,382.86,On-Time,Check,0
PAY00002753,LOAN0006708,2024-07-05,2024-07-08,68781.27,68781.27,41268.76,27512.51,On-Time,Check,0
PAY00002754,LOAN0002930,2024-03-07,2024-02-11,3794.59,3794.59,2276.75,1517.84,On-Time,Check,0
PAY00002755,LOAN0009092,2024-04-19,2024-03-25,762.72,1035.43,621.26,414.17,Extra,Online,0
PAY00002756,LOAN0005687,2023-08-09,2023-07-20,1620.6,1620.6,972.36,648.24,On-Time,Auto-Pay,0
PAY00002757,LOAN0003154,2024-11-13,2024-11-02,242.27,242.27,145.36,96.91,On-Time,ACH,0
PAY00002758,LOAN0002918,2024-11-08,2024-11-12,251.17,251.17,150.7,100.47,On-Time,Wire,0
PAY00002759,LOAN0004864,2023-01-29,2023-01-31,9089.02,9089.02,5453.41,3635.61,On-Time,ACH,0
PAY00002760,LOAN0004615,2024-11-15,2024-10-25,772.42,772.42,463.45,308.97,On-Time,Check,0
PAY00002761,LOAN0002984,2024-01-17,2024-01-20,840.23,840.23,504.14,336.09,Late,Wire,30
PAY00002762,LOAN0009171,2023-03-02,2023-02-04,12131.18,12131.18,7278.71,4852.47,On-Time,Check,0
PAY00002763,LOAN0007780,2023-11-12,2023-10-17,19773.28,19773.28,11863.97,7909.31,Late,Online,11
PAY00002764,LOAN0002958,2024-08-22,2024-07-31,358.14,358.14,214.88,143.26,Late,Online,29
PAY00002765,LOAN0008025,2023-05-25,2023-05-17,489.92,489.92,293.95,195.97,On-Time,ACH,0
PAY00002766,LOAN0009729,2024-11-02,2024-10-06,52313.96,52313.96,31388.38,20925.58,Late,Online,26
PAY00002767,LOAN0002572,2024-07-23,2024-06-24,14707.02,14707.02,8824.21,5882.81,Late,ACH,6
PAY00002768,LOAN0003038,2024-04-04,2024-04-02,9548.45,9548.45,5729.07,3819.38,On-Time,Check,0
PAY00002769,LOAN0009217,2024-11-06,2024-11-03,779.42,779.42,467.65,311.77,On-Time,Online,0
PAY00002770,LOAN0001624,2024-12-01,2024-12-02,896.05,896.05,537.63,358.42,Late,Online,23
PAY00002771,LOAN0004184,2023-01-24,2023-01-21,541.91,737.63,442.58,295.05,Extra,Check,0
PAY00002772,LOAN0000941,2023-03-03,2023-03-01,440.29,440.29,264.17,176.12,On-Time,Wire,0
PAY00002773,LOAN0009394,2023-05-11,2023-04-17,33070.38,33070.38,19842.23,13228.15,On-Time,Online,0
PAY00002774,LOAN0003970,2023-04-10,2023-03-26,1046.97,1046.97,628.18,418.79,Late,Auto-Pay,14
PAY00002775,LOAN0000444,2024-11-24,2024-10-31,129.07,129.07,77.44,51.63,On-Time,Check,0
PAY00002776,LOAN0009164,2024-12-01,2024-11-14,5591.61,8843.0,5305.8,3537.2,Extra,Check,0
PAY00002777,LOAN0002470,2023-12-04,2023-12-09,49.87,29.5,17.7,11.8,Partial,Online,0
PAY00002778,LOAN0006987,2024-08-06,2024-07-28,303.78,303.78,182.27,121.51,On-Time,Wire,0
PAY00002779,LOAN0001143,2023-02-24,2023-02-14,470.54,470.54,282.32,188.22,On-Time,ACH,0
PAY00002780,LOAN0001066,2023-07-06,2023-07-04,376.39,376.39,225.83,150.56,On-Time,Check,0
PAY00002781,LOAN0007638,2023-06-02,2023-05-08,14750.5,4655.25,2793.15,1862.1,Partial,ACH,0
PAY00002782,LOAN0000246,2023-05-12,2023-05-13,383.32,383.32,229.99,153.33,On-Time,ACH,0
PAY00002783,LOAN0004128,2023-06-22,2023-06-04,1180.96,1180.96,708.58,472.38,Late,Auto-Pay,11
PAY00002784,LOAN0004209,2024-04-30,2024-04-27,6876.28,6876.28,4125.77,2750.51,On-Time,Online,0
PAY00002785,LOAN0001709,2024-06-08,2024-05-15,214.0,214.0,128.4,85.6,On-Time,Auto-Pay,0
PAY00002786,LOAN0002984,2024-12-19,2024-11-26,840.23,840.23,504.14,336.09,On-Time,Wire,0
PAY00002787,LOAN0007229,2023-08-05,2023-07-22,1836.51,1836.51,1101.91,734.6,On-Time,Check,0
PAY00002788,LOAN0000637,2023-07-23,2023-06-29,885.46,0,0.0,0.0,Missed,Check,0
PAY00002789,LOAN0008566,2024-11-19,2024-10-23,748.22,748.22,448.93,299.29,Late,Online,29
